year,quarter,internal_industry,market,leasedSF_sum,leasedSF_mean
2019,3,"Technology, Advertising, Media, and Information",Los Angeles,630074.0,52506.166666666664
2019,3,"Technology, Advertising, Media, and Information",Manhattan,2989818.0,114993.0
2019,3,"Technology, Advertising, Media, and Information",Nashville,748650.0,748650.0
2019,3,"Technology, Advertising, Media, and Information",Northern New Jersey,170227.0,42556.75
2019,3,"Technology, Advertising, Media, and Information",Northern Virginia,667844.0,74204.88888888889
2019,3,"Technology, Advertising, Media, and Information",Orange County,61200.0,30600.0
2019,3,"Technology, Advertising, Media, and Information",Philadelphia,348221.0,87055.25
2019,3,"Technology, Advertising, Media, and Information",Phoenix,450108.0,90021.6
2019,3,"Technology, Advertising, Media, and Information",Raleigh/Durham,145597.0,36399.25
2019,3,"Technology, Advertising, Media, and Information",San Diego,119865.0,39955.0
2019,3,"Technology, Advertising, Media, and Information",San Francisco,503745.0,71963.57142857143
2019,3,"Technology, Advertising, Media, and Information",Seattle,535844.0,133961.0
2019,3,"Technology, Advertising, Media, and Information",South Bay/San Jose,238158.0,79386.0
2019,3,"Technology, Advertising, Media, and Information",South Florida,20000.0,20000.0
2019,3,"Technology, Advertising, Media, and Information",Southern Maryland,11056.0,11056.0
2019,3,"Technology, Advertising, Media, and Information",Washington D.C.,71654.0,23884.666666666668
2019,4,Financial Services and Insurance,Atlanta,60637.0,30318.5
2019,4,Financial Services and Insurance,Austin,118453.0,59226.5
2019,4,Financial Services and Insurance,Baltimore,73123.0,36561.5
2019,4,Financial Services and Insurance,Boston,70220.0,70220.0
2019,4,Financial Services and Insurance,Charlotte,62688.0,31344.0
2019,4,Financial Services and Insurance,Chicago,31719.0,31719.0
2019,4,Financial Services and Insurance,Chicago Suburbs,20787.0,20787.0
2019,4,Financial Services and Insurance,Dallas/Ft Worth,135089.0,27017.8
2019,4,Financial Services and Insurance,Denver,67586.0,22528.666666666668
2019,4,Financial Services and Insurance,Detroit,15199.0,15199.0
2019,4,Financial Services and Insurance,Houston,161547.0,80773.5
2019,4,Financial Services and Insurance,Los Angeles,46000.0,46000.0
2019,4,Financial Services and Insurance,Manhattan,2422199.0,110099.95454545454
2019,4,Financial Services and Insurance,Nashville,17202.0,17202.0
2019,4,Financial Services and Insurance,Northern New Jersey,540885.0,270442.5
2019,4,Financial Services and Insurance,Northern Virginia,38587.0,19293.5
2019,4,Financial Services and Insurance,Philadelphia,253943.0,23085.727272727272
2019,4,Financial Services and Insurance,Phoenix,140238.0,28047.6
2019,4,Financial Services and Insurance,Raleigh/Durham,144551.0,48183.666666666664
2019,4,Financial Services and Insurance,Salt Lake City,12194.0,12194.0
2019,4,Financial Services and Insurance,San Diego,10197.0,10197.0
2019,4,Financial Services and Insurance,San Francisco,346341.0,115447.0
2019,4,Financial Services and Insurance,Seattle,115000.0,115000.0
2019,4,Financial Services and Insurance,South Bay/San Jose,177835.0,44458.75
2019,4,Financial Services and Insurance,South Florida,15403.0,15403.0
2019,4,Financial Services and Insurance,Southern Maryland,49480.0,24740.0
2019,4,Financial Services and Insurance,Tampa,112017.0,37339.0
2019,4,Financial Services and Insurance,Washington D.C.,198736.0,66245.33333333333
2019,4,Legal Services,Atlanta,24853.0,24853.0
2019,4,Legal Services,Boston,57688.0,57688.0
2019,4,Legal Services,Charlotte,95837.0,47918.5
2019,4,Legal Services,Chicago,139206.0,46402.0
2019,4,Legal Services,Dallas/Ft Worth,41516.0,20758.0
2019,4,Legal Services,Denver,45837.0,22918.5
2019,4,Legal Services,Detroit,52968.0,52968.0
2019,4,Legal Services,Houston,114664.0,22932.8
2019,4,Legal Services,Manhattan,1388048.0,154227.55555555556
2019,4,Legal Services,Northern Virginia,42030.0,42030.0
2019,4,Legal Services,Philadelphia,437707.0,72951.16666666667
2019,4,Legal Services,Phoenix,40167.0,20083.5
2019,4,Legal Services,San Diego,36704.0,36704.0
2019,4,Legal Services,San Francisco,133266.0,33316.5
2019,4,Legal Services,South Bay/San Jose,11000.0,11000.0
2019,4,Legal Services,Washington D.C.,307280.0,51213.333333333336
2019,4,"Technology, Advertising, Media, and Information",Atlanta,267151.0,38164.42857142857
2019,4,"Technology, Advertising, Media, and Information",Austin,99941.0,33313.666666666664
2019,4,"Technology, Advertising, Media, and Information",Baltimore,33000.0,16500.0
2019,4,"Technology, Advertising, Media, and Information",Boston,453983.0,113495.75
2019,4,"Technology, Advertising, Media, and Information",Chicago,270226.0,54045.2
2019,4,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,118052.0,39350.666666666664
2019,4,"Technology, Advertising, Media, and Information",Denver,234884.0,39147.333333333336
2019,4,"Technology, Advertising, Media, and Information",Detroit,47516.0,23758.0
2019,4,"Technology, Advertising, Media, and Information",Houston,115687.0,38562.333333333336
2019,4,"Technology, Advertising, Media, and Information",Los Angeles,358640.0,44830.0
2019,4,"Technology, Advertising, Media, and Information",Manhattan,3594357.0,156276.39130434784
2019,4,"Technology, Advertising, Media, and Information",Northern New Jersey,30000.0,30000.0
2019,4,"Technology, Advertising, Media, and Information",Northern Virginia,598586.0,54416.90909090909
2019,4,"Technology, Advertising, Media, and Information",Orange County,235761.0,78587.0
2019,4,"Technology, Advertising, Media, and Information",Philadelphia,96903.0,19380.6
2019,4,"Technology, Advertising, Media, and Information",Phoenix,477676.0,238838.0
2019,4,"Technology, Advertising, Media, and Information",Raleigh/Durham,101960.0,101960.0
2019,4,"Technology, Advertising, Media, and Information",San Diego,26897.0,26897.0
2019,4,"Technology, Advertising, Media, and Information",San Francisco,271759.0,54351.8
2019,4,"Technology, Advertising, Media, and Information",Seattle,359757.0,89939.25
2019,4,"Technology, Advertising, Media, and Information",South Bay/San Jose,616435.0,123287.0
2019,4,"Technology, Advertising, Media, and Information",South Florida,30560.0,15280.0
2019,4,"Technology, Advertising, Media, and Information",Tampa,188755.0,62918.333333333336
2019,4,"Technology, Advertising, Media, and Information",Washington D.C.,204656.0,40931.2
2020,1,Financial Services and Insurance,Atlanta,232482.0,33211.71428571428
2020,1,Financial Services and Insurance,Austin,45255.0,45255.0
2020,1,Financial Services and Insurance,Baltimore,11493.0,11493.0
2020,1,Financial Services and Insurance,Boston,108185.0,108185.0
2020,1,Financial Services and Insurance,Charlotte,156998.0,39249.5
2020,1,Financial Services and Insurance,Chicago,590889.0,295444.5
2020,1,Financial Services and Insurance,Chicago Suburbs,24132.0,24132.0
2020,1,Financial Services and Insurance,Dallas/Ft Worth,197344.0,49336.0
2020,1,Financial Services and Insurance,Denver,54711.0,27355.5
2020,1,Financial Services and Insurance,Detroit,62170.0,31085.0
2020,1,Financial Services and Insurance,Houston,56910.0,28455.0
2020,1,Financial Services and Insurance,Los Angeles,196771.0,32795.166666666664
2020,1,Financial Services and Insurance,Manhattan,1580079.0,37620.92857142857
2020,1,Financial Services and Insurance,Northern New Jersey,151865.0,75932.5
2020,1,Financial Services and Insurance,Northern Virginia,90869.0,15144.833333333334
2020,1,Financial Services and Insurance,Orange County,70582.0,23527.333333333332
2020,1,Financial Services and Insurance,Philadelphia,82138.0,20534.5
2020,1,Financial Services and Insurance,Phoenix,131703.0,32925.75
2020,1,Financial Services and Insurance,Raleigh/Durham,81810.0,81810.0
2020,1,Financial Services and Insurance,Seattle,64215.0,64215.0
2020,1,Financial Services and Insurance,South Florida,167060.0,55686.666666666664
2020,1,Financial Services and Insurance,Southern Maryland,11109.0,11109.0
2020,1,Financial Services and Insurance,Tampa,10198.0,10198.0
2020,1,Financial Services and Insurance,Washington D.C.,68868.0,68868.0
2020,1,Legal Services,Austin,14107.0,14107.0
2020,1,Legal Services,Charlotte,64889.0,21629.666666666668
2020,1,Legal Services,Chicago,254325.0,63581.25
2020,1,Legal Services,Dallas/Ft Worth,111592.0,55796.0
2020,1,Legal Services,Houston,44420.0,44420.0
2020,1,Legal Services,Los Angeles,147006.0,49002.0
2020,1,Legal Services,Manhattan,437193.0,39744.818181818184
2020,1,Legal Services,Northern New Jersey,23563.0,23563.0
2020,1,Legal Services,Northern Virginia,13746.0,13746.0
2020,1,Legal Services,Philadelphia,184479.0,20497.666666666668
2020,1,Legal Services,San Diego,24000.0,24000.0
2020,1,Legal Services,South Bay/San Jose,62616.0,62616.0
2020,1,Legal Services,South Florida,35338.0,17669.0
2020,1,Legal Services,Tampa,20701.0,10350.5
2020,1,Legal Services,Washington D.C.,334830.0,41853.75
2020,1,"Technology, Advertising, Media, and Information",Atlanta,94970.0,23742.5
2020,1,"Technology, Advertising, Media, and Information",Austin,391034.0,65172.333333333336
2020,1,"Technology, Advertising, Media, and Information",Baltimore,69809.0,34904.5
2020,1,"Technology, Advertising, Media, and Information",Boston,105265.0,52632.5
2020,1,"Technology, Advertising, Media, and Information",Chicago,500028.0,62503.5
2020,1,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,98215.0,32738.333333333332
2020,1,"Technology, Advertising, Media, and Information",Denver,118995.0,29748.75
2020,1,"Technology, Advertising, Media, and Information",Detroit,34287.0,34287.0
2020,1,"Technology, Advertising, Media, and Information",Los Angeles,743768.0,53126.28571428572
2020,1,"Technology, Advertising, Media, and Information",Manhattan,1498862.0,44084.17647058824
2020,1,"Technology, Advertising, Media, and Information",Northern New Jersey,120059.0,40019.666666666664
2020,1,"Technology, Advertising, Media, and Information",Northern Virginia,659120.0,43941.333333333336
2020,1,"Technology, Advertising, Media, and Information",Orange County,43920.0,43920.0
2020,1,"Technology, Advertising, Media, and Information",Philadelphia,157678.0,22525.428571428572
2020,1,"Technology, Advertising, Media, and Information",Phoenix,227552.0,37925.333333333336
2020,1,"Technology, Advertising, Media, and Information",San Diego,224120.0,32017.14285714286
2020,1,"Technology, Advertising, Media, and Information",San Francisco,268651.0,38378.71428571428
2020,1,"Technology, Advertising, Media, and Information",Seattle,605752.0,121150.4
2020,1,"Technology, Advertising, Media, and Information",South Bay/San Jose,470463.0,94092.6
2020,1,"Technology, Advertising, Media, and Information",Southern Maryland,148424.0,74212.0
2020,1,"Technology, Advertising, Media, and Information",Tampa,19000.0,19000.0
2020,1,"Technology, Advertising, Media, and Information",Washington D.C.,119757.0,17108.14285714286
2020,2,Financial Services and Insurance,Atlanta,113647.0,22729.4
2020,2,Financial Services and Insurance,Baltimore,12339.0,12339.0
2020,2,Financial Services and Insurance,Charlotte,72390.0,24130.0
2020,2,Financial Services and Insurance,Chicago,107234.0,35744.666666666664
2020,2,Financial Services and Insurance,Chicago Suburbs,22852.0,22852.0
2020,2,Financial Services and Insurance,Dallas/Ft Worth,105502.0,21100.4
2020,2,Financial Services and Insurance,Denver,21840.0,21840.0
2020,2,Financial Services and Insurance,Detroit,26467.0,13233.5
2020,2,Financial Services and Insurance,Houston,60706.0,20235.333333333332
2020,2,Financial Services and Insurance,Los Angeles,60332.0,30166.0
2020,2,Financial Services and Insurance,Manhattan,761035.0,47564.6875
2020,2,Financial Services and Insurance,Northern New Jersey,106702.0,26675.5
2020,2,Financial Services and Insurance,Northern Virginia,46950.0,15650.0
2020,2,Financial Services and Insurance,Orange County,85026.0,28342.0
2020,2,Financial Services and Insurance,Philadelphia,73693.0,36846.5
2020,2,Financial Services and Insurance,Phoenix,56420.0,28210.0
2020,2,Financial Services and Insurance,Raleigh/Durham,13079.0,13079.0
2020,2,Financial Services and Insurance,San Diego,32808.0,16404.0
2020,2,Financial Services and Insurance,South Florida,78420.0,19605.0
2020,2,Financial Services and Insurance,Southern Maryland,53865.0,26932.5
2020,2,Financial Services and Insurance,Tampa,53886.0,53886.0
2020,2,Financial Services and Insurance,Washington D.C.,26000.0,26000.0
2020,2,Legal Services,Atlanta,48000.0,48000.0
2020,2,Legal Services,Austin,118530.0,59265.0
2020,2,Legal Services,Boston,36919.0,36919.0
2020,2,Legal Services,Charlotte,72000.0,72000.0
2020,2,Legal Services,Chicago,98500.0,24625.0
2020,2,Legal Services,Dallas/Ft Worth,22249.0,22249.0
2020,2,Legal Services,Denver,25323.0,25323.0
2020,2,Legal Services,Houston,10300.0,10300.0
2020,2,Legal Services,Los Angeles,180228.0,45057.0
2020,2,Legal Services,Manhattan,227551.0,56887.75
2020,2,Legal Services,Northern New Jersey,117300.0,117300.0
2020,2,Legal Services,Northern Virginia,25944.0,25944.0
2020,2,Legal Services,Orange County,41990.0,20995.0
2020,2,Legal Services,Phoenix,18801.0,18801.0
2020,2,Legal Services,San Diego,87671.0,43835.5
2020,2,Legal Services,San Francisco,287477.0,143738.5
2020,2,Legal Services,South Florida,18000.0,18000.0
2020,2,Legal Services,Tampa,39276.0,19638.0
2020,2,Legal Services,Washington D.C.,268916.0,53783.2
2020,2,"Technology, Advertising, Media, and Information",Atlanta,620902.0,103483.66666666667
2020,2,"Technology, Advertising, Media, and Information",Austin,109084.0,36361.333333333336
2020,2,"Technology, Advertising, Media, and Information",Baltimore,10831.0,10831.0
2020,2,"Technology, Advertising, Media, and Information",Boston,220406.0,44081.2
2020,2,"Technology, Advertising, Media, and Information",Charlotte,64087.0,32043.5
2020,2,"Technology, Advertising, Media, and Information",Chicago,85674.0,21418.5
2020,2,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,105745.0,26436.25
2020,2,"Technology, Advertising, Media, and Information",Denver,30637.0,15318.5
2020,2,"Technology, Advertising, Media, and Information",Houston,81327.0,40663.5
2020,2,"Technology, Advertising, Media, and Information",Los Angeles,200347.0,50086.75
2020,2,"Technology, Advertising, Media, and Information",Manhattan,704283.0,41428.41176470588
2020,2,"Technology, Advertising, Media, and Information",Northern New Jersey,141862.0,47287.333333333336
2020,2,"Technology, Advertising, Media, and Information",Northern Virginia,818356.0,62950.46153846154
2020,2,"Technology, Advertising, Media, and Information",Orange County,59763.0,14940.75
2020,2,"Technology, Advertising, Media, and Information",Philadelphia,138721.0,34680.25
2020,2,"Technology, Advertising, Media, and Information",Phoenix,13306.0,13306.0
2020,2,"Technology, Advertising, Media, and Information",San Diego,116486.0,23297.2
2020,2,"Technology, Advertising, Media, and Information",San Francisco,118719.0,39573.0
2020,2,"Technology, Advertising, Media, and Information",Seattle,191144.0,31857.333333333332
2020,2,"Technology, Advertising, Media, and Information",South Bay/San Jose,428928.0,85785.6
2020,2,"Technology, Advertising, Media, and Information",South Florida,24458.0,24458.0
2020,2,"Technology, Advertising, Media, and Information",Southern Maryland,78852.0,39426.0
2020,2,"Technology, Advertising, Media, and Information",Washington D.C.,78038.0,39019.0
2020,3,Financial Services and Insurance,Austin,52100.0,26050.0
2020,3,Financial Services and Insurance,Boston,125222.0,31305.5
2020,3,Financial Services and Insurance,Charlotte,113269.0,37756.333333333336
2020,3,Financial Services and Insurance,Chicago,99780.0,19956.0
2020,3,Financial Services and Insurance,Dallas/Ft Worth,223825.0,44765.0
2020,3,Financial Services and Insurance,Denver,21300.0,21300.0
2020,3,Financial Services and Insurance,Detroit,10388.0,10388.0
2020,3,Financial Services and Insurance,Houston,252230.0,252230.0
2020,3,Financial Services and Insurance,Los Angeles,75276.0,25092.0
2020,3,Financial Services and Insurance,Manhattan,1157679.0,77178.6
2020,3,Financial Services and Insurance,Northern New Jersey,505537.0,72219.57142857143
2020,3,Financial Services and Insurance,Northern Virginia,35075.0,17537.5
2020,3,Financial Services and Insurance,Orange County,328462.0,65692.4
2020,3,Financial Services and Insurance,Philadelphia,99506.0,24876.5
2020,3,Financial Services and Insurance,Phoenix,207624.0,41524.8
2020,3,Financial Services and Insurance,Raleigh/Durham,19498.0,19498.0
2020,3,Financial Services and Insurance,San Diego,30245.0,30245.0
2020,3,Financial Services and Insurance,Seattle,37906.0,12635.333333333334
2020,3,Financial Services and Insurance,South Florida,31701.0,15850.5
2020,3,Financial Services and Insurance,Southern Maryland,27476.0,27476.0
2020,3,Financial Services and Insurance,Tampa,201239.0,50309.75
2020,3,Financial Services and Insurance,Washington D.C.,15588.0,15588.0
2020,3,Legal Services,Atlanta,52510.0,52510.0
2020,3,Legal Services,Austin,11308.0,11308.0
2020,3,Legal Services,Baltimore,11641.0,11641.0
2020,3,Legal Services,Boston,32606.0,32606.0
2020,3,Legal Services,Chicago,135167.0,33791.75
2020,3,Legal Services,Dallas/Ft Worth,79775.0,26591.666666666668
2020,3,Legal Services,Houston,25641.0,12820.5
2020,3,Legal Services,Los Angeles,25986.0,25986.0
2020,3,Legal Services,Manhattan,624332.0,124866.4
2020,3,Legal Services,Northern New Jersey,51806.0,51806.0
2020,3,Legal Services,Philadelphia,10013.0,10013.0
2020,3,Legal Services,San Diego,36665.0,36665.0
2020,3,Legal Services,San Francisco,112305.0,112305.0
2020,3,Legal Services,South Bay/San Jose,10108.0,10108.0
2020,3,Legal Services,South Florida,122461.0,30615.25
2020,3,Legal Services,Southern Maryland,23500.0,23500.0
2020,3,Legal Services,Tampa,37500.0,37500.0
2020,3,Legal Services,Washington D.C.,358592.0,51227.42857142857
2020,3,"Technology, Advertising, Media, and Information",Atlanta,353010.0,176505.0
2020,3,"Technology, Advertising, Media, and Information",Austin,204273.0,68091.0
2020,3,"Technology, Advertising, Media, and Information",Baltimore,19031.0,19031.0
2020,3,"Technology, Advertising, Media, and Information",Boston,228491.0,38081.833333333336
2020,3,"Technology, Advertising, Media, and Information",Chicago,146491.0,73245.5
2020,3,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,24126.0,24126.0
2020,3,"Technology, Advertising, Media, and Information",Denver,75594.0,25198.0
2020,3,"Technology, Advertising, Media, and Information",Houston,63872.0,31936.0
2020,3,"Technology, Advertising, Media, and Information",Los Angeles,809777.0,80977.7
2020,3,"Technology, Advertising, Media, and Information",Manhattan,1219391.0,135487.88888888888
2020,3,"Technology, Advertising, Media, and Information",Northern New Jersey,194315.0,38863.0
2020,3,"Technology, Advertising, Media, and Information",Northern Virginia,188367.0,23545.875
2020,3,"Technology, Advertising, Media, and Information",Philadelphia,11500.0,11500.0
2020,3,"Technology, Advertising, Media, and Information",Phoenix,42595.0,21297.5
2020,3,"Technology, Advertising, Media, and Information",San Diego,19105.0,19105.0
2020,3,"Technology, Advertising, Media, and Information",San Francisco,153057.0,51019.0
2020,3,"Technology, Advertising, Media, and Information",Seattle,1638821.0,546273.6666666666
2020,3,"Technology, Advertising, Media, and Information",South Florida,64159.0,21386.333333333332
2020,3,"Technology, Advertising, Media, and Information",Southern Maryland,15510.0,15510.0
2020,3,"Technology, Advertising, Media, and Information",Washington D.C.,182738.0,45684.5
2020,4,Financial Services and Insurance,Atlanta,82282.0,41141.0
2020,4,Financial Services and Insurance,Austin,51000.0,51000.0
2020,4,Financial Services and Insurance,Boston,120947.0,60473.5
2020,4,Financial Services and Insurance,Charlotte,68333.0,68333.0
2020,4,Financial Services and Insurance,Chicago,113268.0,37756.0
2020,4,Financial Services and Insurance,Dallas/Ft Worth,210596.0,70198.66666666667
2020,4,Financial Services and Insurance,Denver,63915.0,31957.5
2020,4,Financial Services and Insurance,Detroit,16525.0,16525.0
2020,4,Financial Services and Insurance,Houston,133783.0,33445.75
2020,4,Financial Services and Insurance,Los Angeles,246105.0,49221.0
2020,4,Financial Services and Insurance,Manhattan,1213380.0,63862.10526315789
2020,4,Financial Services and Insurance,Northern New Jersey,213754.0,35625.666666666664
2020,4,Financial Services and Insurance,Northern Virginia,21136.0,21136.0
2020,4,Financial Services and Insurance,Orange County,162188.0,40547.0
2020,4,Financial Services and Insurance,Phoenix,23020.0,23020.0
2020,4,Financial Services and Insurance,South Bay/San Jose,12564.0,12564.0
2020,4,Financial Services and Insurance,South Florida,135738.0,22623.0
2020,4,Financial Services and Insurance,Southern Maryland,166000.0,55333.333333333336
2020,4,Financial Services and Insurance,Tampa,130194.0,32548.5
2020,4,Financial Services and Insurance,Washington D.C.,35612.0,35612.0
2020,4,Legal Services,Chicago,18814.0,18814.0
2020,4,Legal Services,Dallas/Ft Worth,121448.0,30362.0
2020,4,Legal Services,Denver,66344.0,33172.0
2020,4,Legal Services,Houston,11073.0,11073.0
2020,4,Legal Services,Los Angeles,207414.0,34569.0
2020,4,Legal Services,Manhattan,211784.0,26473.0
2020,4,Legal Services,Nashville,25692.0,25692.0
2020,4,Legal Services,Northern Virginia,24537.0,12268.5
2020,4,Legal Services,Orange County,21806.0,21806.0
2020,4,Legal Services,Philadelphia,210402.0,105201.0
2020,4,Legal Services,Phoenix,15497.0,15497.0
2020,4,Legal Services,San Diego,12122.0,12122.0
2020,4,Legal Services,South Bay/San Jose,36000.0,36000.0
2020,4,Legal Services,Washington D.C.,329758.0,54959.666666666664
2020,4,"Technology, Advertising, Media, and Information",Atlanta,12570.0,12570.0
2020,4,"Technology, Advertising, Media, and Information",Austin,88787.0,88787.0
2020,4,"Technology, Advertising, Media, and Information",Baltimore,16442.0,16442.0
2020,4,"Technology, Advertising, Media, and Information",Boston,10675.0,10675.0
2020,4,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,29070.0,29070.0
2020,4,"Technology, Advertising, Media, and Information",Denver,129031.0,32257.75
2020,4,"Technology, Advertising, Media, and Information",Detroit,124727.0,41575.666666666664
2020,4,"Technology, Advertising, Media, and Information",Houston,15000.0,15000.0
2020,4,"Technology, Advertising, Media, and Information",Los Angeles,214022.0,42804.4
2020,4,"Technology, Advertising, Media, and Information",Manhattan,599311.0,46100.846153846156
2020,4,"Technology, Advertising, Media, and Information",Northern New Jersey,27693.0,27693.0
2020,4,"Technology, Advertising, Media, and Information",Northern Virginia,362115.0,45264.375
2020,4,"Technology, Advertising, Media, and Information",Orange County,76504.0,25501.333333333332
2020,4,"Technology, Advertising, Media, and Information",Philadelphia,60068.0,15017.0
2020,4,"Technology, Advertising, Media, and Information",Phoenix,46735.0,46735.0
2020,4,"Technology, Advertising, Media, and Information",Raleigh/Durham,92692.0,46346.0
2020,4,"Technology, Advertising, Media, and Information",San Diego,205209.0,51302.25
2020,4,"Technology, Advertising, Media, and Information",San Francisco,81786.0,40893.0
2020,4,"Technology, Advertising, Media, and Information",Seattle,102503.0,34167.666666666664
2020,4,"Technology, Advertising, Media, and Information",South Bay/San Jose,240480.0,80160.0
2020,4,"Technology, Advertising, Media, and Information",Southern Maryland,14886.0,14886.0
2020,4,"Technology, Advertising, Media, and Information",Tampa,20460.0,20460.0
2020,4,"Technology, Advertising, Media, and Information",Washington D.C.,98643.0,32881.0
2021,1,Financial Services and Insurance,Atlanta,65644.0,21881.333333333332
2021,1,Financial Services and Insurance,Austin,141642.0,47214.0
2021,1,Financial Services and Insurance,Boston,232953.0,232953.0
2021,1,Financial Services and Insurance,Charlotte,55802.0,27901.0
2021,1,Financial Services and Insurance,Chicago,31719.0,31719.0
2021,1,Financial Services and Insurance,Chicago Suburbs,44750.0,22375.0
2021,1,Financial Services and Insurance,Dallas/Ft Worth,214299.0,107149.5
2021,1,Financial Services and Insurance,Denver,55207.0,13801.75
2021,1,Financial Services and Insurance,Detroit,48656.0,16218.666666666666
2021,1,Financial Services and Insurance,Houston,106582.0,35527.333333333336
2021,1,Financial Services and Insurance,Los Angeles,26300.0,26300.0
2021,1,Financial Services and Insurance,Manhattan,1004102.0,40164.08
2021,1,Financial Services and Insurance,Northern New Jersey,137921.0,34480.25
2021,1,Financial Services and Insurance,Northern Virginia,80511.0,26837.0
2021,1,Financial Services and Insurance,Orange County,99323.0,19864.6
2021,1,Financial Services and Insurance,Philadelphia,20964.0,20964.0
2021,1,Financial Services and Insurance,Phoenix,183520.0,36704.0
2021,1,Financial Services and Insurance,Raleigh/Durham,10326.0,10326.0
2021,1,Financial Services and Insurance,San Diego,23729.0,23729.0
2021,1,Financial Services and Insurance,San Francisco,113163.0,56581.5
2021,1,Financial Services and Insurance,Seattle,17647.0,17647.0
2021,1,Financial Services and Insurance,South Florida,18371.0,18371.0
2021,1,Financial Services and Insurance,Tampa,145579.0,48526.333333333336
2021,1,Financial Services and Insurance,Washington D.C.,37850.0,18925.0
2021,1,Legal Services,Atlanta,20645.0,20645.0
2021,1,Legal Services,Austin,50273.0,50273.0
2021,1,Legal Services,Baltimore,41098.0,20549.0
2021,1,Legal Services,Boston,100951.0,50475.5
2021,1,Legal Services,Chicago,126491.0,42163.666666666664
2021,1,Legal Services,Dallas/Ft Worth,15427.0,15427.0
2021,1,Legal Services,Denver,114259.0,28564.75
2021,1,Legal Services,Houston,213982.0,53495.5
2021,1,Legal Services,Los Angeles,176350.0,44087.5
2021,1,Legal Services,Manhattan,354723.0,35472.3
2021,1,Legal Services,Northern New Jersey,20000.0,20000.0
2021,1,Legal Services,Northern Virginia,50128.0,25064.0
2021,1,Legal Services,Philadelphia,70987.0,23662.333333333332
2021,1,Legal Services,San Francisco,15639.0,15639.0
2021,1,Legal Services,Seattle,21012.0,10506.0
2021,1,Legal Services,Tampa,26416.0,13208.0
2021,1,Legal Services,Washington D.C.,65204.0,21734.666666666668
2021,1,"Technology, Advertising, Media, and Information",Atlanta,300411.0,75102.75
2021,1,"Technology, Advertising, Media, and Information",Austin,40000.0,40000.0
2021,1,"Technology, Advertising, Media, and Information",Baltimore,16808.0,16808.0
2021,1,"Technology, Advertising, Media, and Information",Boston,985953.0,140850.42857142858
2021,1,"Technology, Advertising, Media, and Information",Chicago,127815.0,31953.75
2021,1,"Technology, Advertising, Media, and Information",Chicago Suburbs,22510.0,11255.0
2021,1,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,41958.0,41958.0
2021,1,"Technology, Advertising, Media, and Information",Denver,117859.0,29464.75
2021,1,"Technology, Advertising, Media, and Information",Houston,59759.0,19919.666666666668
2021,1,"Technology, Advertising, Media, and Information",Los Angeles,107899.0,35966.333333333336
2021,1,"Technology, Advertising, Media, and Information",Manhattan,339946.0,28328.833333333332
2021,1,"Technology, Advertising, Media, and Information",Nashville,34600.0,34600.0
2021,1,"Technology, Advertising, Media, and Information",Northern New Jersey,396211.0,56601.57142857143
2021,1,"Technology, Advertising, Media, and Information",Northern Virginia,424879.0,38625.36363636364
2021,1,"Technology, Advertising, Media, and Information",Orange County,285407.0,47567.833333333336
2021,1,"Technology, Advertising, Media, and Information",Phoenix,68235.0,34117.5
2021,1,"Technology, Advertising, Media, and Information",Raleigh/Durham,35240.0,17620.0
2021,1,"Technology, Advertising, Media, and Information",San Diego,38346.0,19173.0
2021,1,"Technology, Advertising, Media, and Information",Seattle,694288.0,138857.6
2021,1,"Technology, Advertising, Media, and Information",South Bay/San Jose,76740.0,76740.0
2021,1,"Technology, Advertising, Media, and Information",Southern Maryland,16061.0,16061.0
2021,1,"Technology, Advertising, Media, and Information",Tampa,37817.0,37817.0
2021,1,"Technology, Advertising, Media, and Information",Washington D.C.,28849.0,14424.5
2021,2,Financial Services and Insurance,Atlanta,91555.0,30518.333333333332
2021,2,Financial Services and Insurance,Austin,149333.0,37333.25
2021,2,Financial Services and Insurance,Baltimore,110983.0,36994.333333333336
2021,2,Financial Services and Insurance,Boston,134705.0,67352.5
2021,2,Financial Services and Insurance,Charlotte,216154.0,43230.8
2021,2,Financial Services and Insurance,Chicago,99523.0,24880.75
2021,2,Financial Services and Insurance,Chicago Suburbs,61600.0,30800.0
2021,2,Financial Services and Insurance,Dallas/Ft Worth,460300.0,57537.5
2021,2,Financial Services and Insurance,Denver,79904.0,15980.8
2021,2,Financial Services and Insurance,Houston,71266.0,35633.0
2021,2,Financial Services and Insurance,Los Angeles,44813.0,22406.5
2021,2,Financial Services and Insurance,Manhattan,734429.0,26229.60714285714
2021,2,Financial Services and Insurance,Nashville,138000.0,138000.0
2021,2,Financial Services and Insurance,Northern New Jersey,65078.0,21692.666666666668
2021,2,Financial Services and Insurance,Northern Virginia,21291.0,21291.0
2021,2,Financial Services and Insurance,Orange County,51915.0,51915.0
2021,2,Financial Services and Insurance,Philadelphia,54726.0,54726.0
2021,2,Financial Services and Insurance,Phoenix,87030.0,29010.0
2021,2,Financial Services and Insurance,San Diego,82650.0,27550.0
