market,internal_submarket,internal_industry,Time_Period,Industry_Total_SF,Industry_Lease_Count,Industry_New_Expansion_SF,Industry_Avg_SF_Per_Lease,Market_Industry_Total_SF,Industry_Submarket_Share,NewExp_Rank_Pct,TotalSF_Rank_Pct,Median_Total_SF_Group,Submarket_Profile,Hotspot_Types_List,Raw_Score,Overall_Score
Dallas/Ft Worth,Far North Stemmons,Financial Services and Insurance,Post,160000.0,1,0.0,160000.0,4090488.0,0.03911513736258363,0.15384615384615385,0.46153846153846156,178358.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,Fort Worth CBD,Legal Services,Post,32212.0,1,32212.0,32212.0,1656180.0,0.019449576736828122,0.7142857142857143,0.2857142857142857,100273.0,CBD-A,[],0,0.0
Dallas/Ft Worth,Fort Worth CBD,"Technology, Advertising, Media, and Information",Post,31000.0,1,31000.0,31000.0,1453815.0,0.021323208248642363,0.5454545454545454,0.2727272727272727,79274.0,CBD-O,[],0,0.0
Dallas/Ft Worth,LBJ,Financial Services and Insurance,Post,210342.0,4,154899.0,52585.5,4090488.0,0.05142222639450354,0.6923076923076923,0.6153846153846154,178358.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Dallas/Ft Worth,LBJ,Financial Services and Insurance,Pre,14453.0,1,0.0,14453.0,1913087.0,0.007554805400904402,0.22727272727272727,0.09090909090909091,133003.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,LBJ,Legal Services,Pre,59788.0,1,0.0,59788.0,618463.0,0.09667191084996192,0.3333333333333333,0.3333333333333333,130531.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,LBJ,"Technology, Advertising, Media, and Information",Post,268767.0,2,27149.0,134383.5,1453815.0,0.18487015197944717,0.45454545454545453,0.9090909090909091,79274.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Dallas/Ft Worth,LBJ,"Technology, Advertising, Media, and Information",Pre,96018.0,1,21680.0,96018.0,2055839.0,0.04670501921599892,0.16666666666666666,0.16666666666666666,423993.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,Las Colinas,Financial Services and Insurance,Post,416513.0,6,289155.0,69418.83333333333,4090488.0,0.10182477005188623,0.9230769230769231,0.7692307692307693,178358.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Dallas/Ft Worth,Las Colinas,Financial Services and Insurance,Pre,59091.0,3,25118.0,19697.0,1913087.0,0.030887774575855672,0.5454545454545454,0.2727272727272727,133003.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,Las Colinas,"Technology, Advertising, Media, and Information",Post,218276.0,5,103183.0,43655.2,1453815.0,0.15014014850582777,0.8181818181818182,0.8181818181818182,79274.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Dallas/Ft Worth,Las Colinas,"Technology, Advertising, Media, and Information",Pre,459920.0,3,459920.0,153306.66666666666,2055839.0,0.22371401651588477,1.0,0.8333333333333334,423993.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Dallas/Ft Worth,Mid-Cities,Financial Services and Insurance,Post,178358.0,5,148982.0,35671.6,4090488.0,0.04360311043572307,0.6153846153846154,0.5384615384615384,178358.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,Mid-Cities,Financial Services and Insurance,Pre,167183.0,4,46146.0,41795.75,1913087.0,0.08738912553375774,0.7272727272727273,0.7272727272727273,133003.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Dallas/Ft Worth,Mid-Cities,"Technology, Advertising, Media, and Information",Post,78605.0,2,78605.0,39302.5,1453815.0,0.054068089818855906,0.6363636363636364,0.45454545454545453,79274.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,North Dallas Corridor,Financial Services and Insurance,Post,1064658.0,18,319974.0,59147.666666666664,4090488.0,0.2602765244635848,1.0,1.0,178358.0,Suburban-O,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Dallas/Ft Worth,North Dallas Corridor,Financial Services and Insurance,Pre,743030.0,9,209770.0,82558.88888888889,1913087.0,0.3883932095090291,1.0,1.0,133003.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Dallas/Ft Worth,North Dallas Corridor,Legal Services,Post,70987.0,2,29141.0,35493.5,1656180.0,0.0428618869929597,0.5714285714285714,0.42857142857142855,100273.0,Suburban-O,[],0,0.0
Dallas/Ft Worth,North Dallas Corridor,"Technology, Advertising, Media, and Information",Post,396451.0,9,173247.0,44050.11111111111,1453815.0,0.2726970075284682,1.0,1.0,79274.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Dallas/Ft Worth,North Dallas Corridor,"Technology, Advertising, Media, and Information",Pre,530274.0,10,123920.0,53027.4,2055839.0,0.2579355679116896,0.5,1.0,423993.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Dallas/Ft Worth,North Fort Worth,Financial Services and Insurance,Pre,59500.0,1,59500.0,59500.0,1913087.0,0.031101565166665186,0.8181818181818182,0.36363636363636365,133003.0,Suburban-O,['Growth_Hub'],3,0.2727272727272727
Dallas/Ft Worth,Northeast Fort Worth,"Technology, Advertising, Media, and Information",Pre,431579.0,1,431579.0,431579.0,2055839.0,0.20992840392657208,0.8333333333333334,0.6666666666666666,423993.0,Suburban-O,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Dallas/Ft Worth,Preston Center,Financial Services and Insurance,Post,87344.0,3,26496.0,29114.666666666668,4090488.0,0.021352953486234404,0.3076923076923077,0.3076923076923077,178358.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,Preston Center,Financial Services and Insurance,Pre,41906.0,1,0.0,41906.0,1913087.0,0.021904910754189433,0.22727272727272727,0.18181818181818182,133003.0,Suburban-O,[],0,0.0
Dallas/Ft Worth,Preston Center,Legal Services,Post,100273.0,3,15427.0,33424.333333333336,1656180.0,0.060544747551594634,0.2857142857142857,0.5714285714285714,100273.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,Richardson Telecom Corridor,Financial Services and Insurance,Post,59760.0,2,32988.0,29880.0,4090488.0,0.014609503804924987,0.38461538461538464,0.23076923076923078,178358.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,Richardson Telecom Corridor,Financial Services and Insurance,Pre,183066.0,4,0.0,45766.5,1913087.0,0.09569141392942401,0.22727272727272727,0.8181818181818182,133003.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Dallas/Ft Worth,Richardson Telecom Corridor,"Technology, Advertising, Media, and Information",Post,197007.0,4,172881.0,49251.75,1453815.0,0.13551036411097697,0.9090909090909091,0.7272727272727273,79274.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Dallas/Ft Worth,Richardson Telecom Corridor,"Technology, Advertising, Media, and Information",Pre,416407.0,6,300825.0,69401.16666666667,2055839.0,0.20254844858960258,0.6666666666666666,0.5,423993.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,South Fort Worth,Financial Services and Insurance,Post,96455.0,2,0.0,48227.5,4090488.0,0.023580316089425027,0.15384615384615385,0.38461538461538464,178358.0,Suburban-O,[],0,0.0
Dallas/Ft Worth,South Fort Worth,"Technology, Advertising, Media, and Information",Post,10183.0,1,0.0,10183.0,1453815.0,0.007004329986965329,0.22727272727272727,0.09090909090909091,79274.0,Suburban-O,[],0,0.0
Dallas/Ft Worth,Stemmons,"Technology, Advertising, Media, and Information",Post,29070.0,1,0.0,29070.0,1453815.0,0.019995666573807535,0.22727272727272727,0.18181818181818182,79274.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,Uptown,Financial Services and Insurance,Post,288845.0,9,45339.0,32093.88888888889,4090488.0,0.07061382407184669,0.5384615384615384,0.6923076923076923,178358.0,CBD-A,[],0,0.0
Dallas/Ft Worth,Uptown,Financial Services and Insurance,Pre,129106.0,3,43482.0,43035.333333333336,1913087.0,0.06748569197323488,0.6363636363636364,0.45454545454545453,133003.0,CBD-A,[],0,0.0
Dallas/Ft Worth,Uptown,Legal Services,Post,799111.0,16,135386.0,49944.4375,1656180.0,0.48250250576628145,1.0,1.0,100273.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Dallas/Ft Worth,Uptown,Legal Services,Pre,130531.0,3,25191.0,43510.333333333336,618463.0,0.21105708829792566,0.6666666666666666,0.6666666666666666,130531.0,CBD-A,[],0,0.0
Dallas/Ft Worth,West LBJ,Financial Services and Insurance,Post,632716.0,9,158462.0,70301.77777777778,4090488.0,0.15467983282190292,0.7692307692307693,0.8461538461538461,178358.0,Suburban-O,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Dallas/Ft Worth,West LBJ,Financial Services and Insurance,Pre,220182.0,3,181782.0,73394.0,1913087.0,0.11509251800885166,0.9090909090909091,0.9090909090909091,133003.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Dallas/Ft Worth,West LBJ,Legal Services,Post,15324.0,1,0.0,15324.0,1656180.0,0.009252617469115676,0.14285714285714285,0.14285714285714285,100273.0,Suburban-A,[],0,0.0
Dallas/Ft Worth,West LBJ,"Technology, Advertising, Media, and Information",Post,79274.0,2,0.0,39637.0,1453815.0,0.05452825840977016,0.22727272727272727,0.5454545454545454,79274.0,Suburban-A,[],0,0.0
Denver,Boulder County,Financial Services and Insurance,Pre,41260.0,1,41260.0,41260.0,476261.0,0.08663316962757815,0.3333333333333333,0.3333333333333333,68059.5,Suburban-O,[],0,0.0
Denver,Boulder County,"Technology, Advertising, Media, and Information",Post,54529.0,2,54529.0,27264.5,2033602.0,0.02681399801927811,0.125,0.125,133128.5,Suburban-O,[],0,0.0
Denver,Boulder County,"Technology, Advertising, Media, and Information",Pre,117206.0,4,101993.0,29301.5,1410040.0,0.08312246461093302,0.42857142857142855,0.5714285714285714,117206.0,Suburban-O,[],0,0.0
Denver,Central Business District,Financial Services and Insurance,Post,199393.0,7,97763.0,28484.714285714286,1373638.0,0.14515687539220667,0.6,0.6,199393.0,CBD-A,[],0,0.0
Denver,Central Business District,Financial Services and Insurance,Pre,142885.0,3,131476.0,47628.333333333336,476261.0,0.30001406791654156,1.0,1.0,68059.5,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Denver,Central Business District,Legal Services,Post,565658.0,9,137593.0,62850.88888888889,1050664.0,0.5383814425924939,0.8,1.0,200451.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Denver,Central Business District,Legal Services,Pre,243026.0,5,154965.0,48605.2,348460.0,0.6974286862193652,1.0,1.0,42104.5,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Denver,Central Business District,"Technology, Advertising, Media, and Information",Post,326527.0,6,210458.0,54421.166666666664,2033602.0,0.16056583343250055,0.75,0.75,133128.5,CBD-A,[],0,0.0
Denver,Central Business District,"Technology, Advertising, Media, and Information",Pre,216739.0,6,164264.0,36123.166666666664,1410040.0,0.15371124223426286,0.8571428571428571,0.8571428571428571,117206.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Denver,Cherry Creek,Financial Services and Insurance,Post,38523.0,2,20346.0,19261.5,1373638.0,0.028044506631295874,0.4,0.4,199393.0,CBD-A,[],0,0.0
Denver,Colorado Blvd / I-25,Financial Services and Insurance,Post,13402.0,1,13402.0,13402.0,1373638.0,0.00975657342036257,0.2,0.2,199393.0,Suburban-A,[],0,0.0
Denver,Colorado Blvd / I-25,Financial Services and Insurance,Pre,55501.0,2,55501.0,27750.5,476261.0,0.11653484119001976,0.5,0.5,68059.5,Suburban-O,[],0,0.0
Denver,Colorado Blvd / I-25,Legal Services,Post,26800.0,1,13400.0,26800.0,1050664.0,0.025507678953499882,0.4,0.4,200451.0,Suburban-O,[],0,0.0
Denver,Colorado Blvd / I-25,Legal Services,Pre,58835.0,3,30980.0,19611.666666666668,348460.0,0.16884290879871433,0.75,0.75,42104.5,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Denver,Colorado Blvd / I-25,"Technology, Advertising, Media, and Information",Post,104722.0,2,104722.0,52361.0,2033602.0,0.05149581874919478,0.5,0.5,133128.5,Suburban-O,[],0,0.0
Denver,Colorado Blvd / I-25,"Technology, Advertising, Media, and Information",Pre,36480.0,1,0.0,36480.0,1410040.0,0.025871606479248816,0.21428571428571427,0.14285714285714285,117206.0,Suburban-O,[],0,0.0
Denver,Golden Triangle,Legal Services,Post,15000.0,1,0.0,15000.0,1050664.0,0.0142766859814365,0.2,0.2,200451.0,CBD-A,[],0,0.0
Denver,Golden Triangle,Legal Services,Pre,21225.0,1,21225.0,21225.0,348460.0,0.06091086494863112,0.5,0.25,42104.5,CBD-A,[],0,0.0
Denver,LoDo / Platte / RiNo,Financial Services and Insurance,Post,407918.0,6,270680.0,67986.33333333333,1373638.0,0.29696179051540506,0.8,0.8,199393.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Denver,LoDo / Platte / RiNo,Financial Services and Insurance,Pre,80618.0,3,56172.0,26872.666666666668,476261.0,0.16927273070858206,0.6666666666666666,0.6666666666666666,68059.5,CBD-A,[],0,0.0
Denver,LoDo / Platte / RiNo,Legal Services,Post,242755.0,7,172377.0,34679.28571428572,1050664.0,0.23104912702824118,1.0,0.8,200451.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Denver,LoDo / Platte / RiNo,"Technology, Advertising, Media, and Information",Post,537438.0,8,396302.0,67179.75,2033602.0,0.26427885102394666,1.0,0.875,133128.5,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Denver,LoDo / Platte / RiNo,"Technology, Advertising, Media, and Information",Pre,675106.0,11,616281.0,61373.27272727273,1410040.0,0.47878499900712035,1.0,1.0,117206.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Denver,Northwest,"Technology, Advertising, Media, and Information",Post,161535.0,4,161535.0,40383.75,2033602.0,0.07943294705650368,0.625,0.625,133128.5,Suburban-O,['Cost_Concious'],2,0.18181818181818182
Denver,Northwest,"Technology, Advertising, Media, and Information",Pre,105242.0,2,105242.0,52621.0,1410040.0,0.0746375989333636,0.5714285714285714,0.42857142857142855,117206.0,Suburban-O,[],0,0.0
Denver,Southeast,Financial Services and Insurance,Post,714402.0,15,333626.0,47626.8,1373638.0,0.5200802540407298,1.0,1.0,199393.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Denver,Southeast,Financial Services and Insurance,Pre,126106.0,7,84360.0,18015.14285714286,476261.0,0.2647833855805955,0.8333333333333334,0.8333333333333334,68059.5,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Denver,Southeast,Legal Services,Post,200451.0,3,34942.0,66817.0,1050664.0,0.19078506544432855,0.6,0.6,200451.0,Suburban-A,[],0,0.0
Denver,Southeast,Legal Services,Pre,25374.0,2,14078.0,12687.0,348460.0,0.07281754003328933,0.25,0.5,42104.5,Suburban-O,[],0,0.0
Denver,Southeast,"Technology, Advertising, Media, and Information",Post,724867.0,14,379289.0,51776.21428571428,2033602.0,0.3564448697434405,0.875,1.0,133128.5,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Denver,Southeast,"Technology, Advertising, Media, and Information",Pre,194476.0,5,153098.0,38895.2,1410040.0,0.13792232844458313,0.7142857142857143,0.7142857142857143,117206.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Denver,Southwest,Financial Services and Insurance,Pre,29891.0,1,29891.0,29891.0,476261.0,0.06276180497668295,0.16666666666666666,0.16666666666666666,68059.5,Suburban-O,[],0,0.0
Denver,Southwest,"Technology, Advertising, Media, and Information",Post,67766.0,1,67766.0,67766.0,2033602.0,0.03332313795914835,0.375,0.375,133128.5,Suburban-A,[],0,0.0
Denver,Southwest,"Technology, Advertising, Media, and Information",Pre,64791.0,2,0.0,32395.5,1410040.0,0.045949760290488216,0.21428571428571427,0.2857142857142857,117206.0,Suburban-O,[],0,0.0
Denver,West,"Technology, Advertising, Media, and Information",Post,56218.0,2,56218.0,28109.0,2033602.0,0.027644544015987395,0.25,0.25,133128.5,Suburban-O,[],0,0.0
Detroit,Ann Arbor,Financial Services and Insurance,Pre,27697.0,1,27697.0,27697.0,179924.0,0.15393721793646206,0.6,0.4,34473.0,Suburban-O,[],0,0.0
Detroit,Ann Arbor,"Technology, Advertising, Media, and Information",Post,31728.0,1,0.0,31728.0,573477.0,0.05532567129980801,0.35,0.3,44006.0,Suburban-A,[],0,0.0
Detroit,Ann Arbor,"Technology, Advertising, Media, and Information",Pre,16097.0,1,16097.0,16097.0,181803.0,0.08854089316457925,0.25,0.25,32853.0,Suburban-O,[],0,0.0
Detroit,Auburn Hills / Rochester,Financial Services and Insurance,Post,11750.0,1,11750.0,11750.0,1437104.0,0.008176165399303043,0.5,0.125,126687.0,Suburban-O,[],0,0.0
Detroit,Birmingham Area,Financial Services and Insurance,Post,54432.0,2,0.0,27216.0,1437104.0,0.03787617319275432,0.25,0.375,126687.0,Suburban-A,[],0,0.0
Detroit,Birmingham Area,Financial Services and Insurance,Pre,26017.0,1,0.0,26017.0,179924.0,0.14459994219781686,0.2,0.2,34473.0,Suburban-A,[],0,0.0
Detroit,Birmingham Area,Legal Services,Post,34000.0,1,0.0,34000.0,391974.0,0.08674044707046896,0.2857142857142857,0.42857142857142855,45822.0,Suburban-A,[],0,0.0
Detroit,Birmingham Area,"Technology, Advertising, Media, and Information",Post,46000.0,1,46000.0,46000.0,573477.0,0.08021245838978722,0.8,0.6,44006.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Detroit,CBD,Financial Services and Insurance,Post,554500.0,3,181000.0,184833.33333333334,1437104.0,0.38584542246072656,1.0,1.0,126687.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Detroit,CBD,Financial Services and Insurance,Pre,35664.0,2,20465.0,17832.0,179924.0,0.1982170249660968,0.4,0.8,34473.0,CBD-A,['Volume_Hub'],1,0.09090909090909091
Detroit,CBD,Legal Services,Post,46404.0,2,10680.0,23202.0,391974.0,0.11838540311347182,0.7142857142857143,0.7142857142857143,45822.0,CBD-A,[],0,0.0
Detroit,CBD,Legal Services,Pre,69523.0,2,16555.0,34761.5,69523.0,1.0,1.0,1.0,69523.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Detroit,CBD,"Technology, Advertising, Media, and Information",Post,57727.0,2,22727.0,28863.5,573477.0,0.10066140403189666,0.7,0.7,44006.0,CBD-A,[],0,0.0
Detroit,Dearborn,Financial Services and Insurance,Post,33408.0,2,0.0,16704.0,1437104.0,0.02324675180084392,0.25,0.25,126687.0,Suburban-O,[],0,0.0
Detroit,Farmington,Financial Services and Insurance,Post,341402.0,4,0.0,85350.5,1437104.0,0.23756248677896658,0.25,0.875,126687.0,Suburban-O,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Detroit,Farmington,Legal Services,Post,45822.0,1,0.0,45822.0,391974.0,0.11690061075479496,0.2857142857142857,0.5714285714285714,45822.0,Suburban-A,[],0,0.0
Detroit,I-275 Corridor,"Technology, Advertising, Media, and Information",Post,69827.0,1,0.0,69827.0,573477.0,0.12176076808660155,0.35,0.8,44006.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Detroit,I-96 Corridor,"Technology, Advertising, Media, and Information",Post,10400.0,1,0.0,10400.0,573477.0,0.01813499059247363,0.35,0.1,44006.0,Suburban-O,[],0,0.0
Detroit,I-96 Corridor,"Technology, Advertising, Media, and Information",Pre,31419.0,1,31419.0,31419.0,181803.0,0.1728189303806868,0.5,0.5,32853.0,Suburban-A,[],0,0.0
Detroit,Macomb County / Grosse Pointe / Harper Woods,Legal Services,Post,10000.0,1,10000.0,10000.0,391974.0,0.02551189619719675,0.5714285714285714,0.14285714285714285,45822.0,Suburban-A,[],0,0.0
Detroit,New Center,"Technology, Advertising, Media, and Information",Post,21943.0,1,0.0,21943.0,573477.0,0.03826308640102393,0.35,0.2,44006.0,CBD-O,[],0,0.0
Detroit,Royal Oak Area,Legal Services,Post,13000.0,1,0.0,13000.0,391974.0,0.03316546505635578,0.2857142857142857,0.2857142857142857,45822.0,Suburban-O,[],0,0.0
Detroit,Royal Oak Area,"Technology, Advertising, Media, and Information",Post,93778.0,2,81178.0,46889.0,573477.0,0.16352530267124923,1.0,0.9,44006.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Detroit,Southfield,Financial Services and Insurance,Post,133078.0,7,11856.0,19011.14285714286,1437104.0,0.09260150970284683,0.625,0.625,126687.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Detroit,Southfield,Financial Services and Insurance,Pre,56073.0,1,56073.0,56073.0,179924.0,0.3116482514839599,1.0,1.0,34473.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Detroit,Southfield,Legal Services,Post,139839.0,9,28049.0,15537.666666666666,391974.0,0.3567558052319797,0.8571428571428571,1.0,45822.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Detroit,Southfield,"Technology, Advertising, Media, and Information",Post,164062.0,4,62000.0,41015.5,573477.0,0.2860829640944624,0.9,1.0,44006.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Detroit,Southfield,"Technology, Advertising, Media, and Information",Pre,100000.0,1,100000.0,100000.0,181803.0,0.5500459288350578,1.0,1.0,32853.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Detroit,Troy North,Financial Services and Insurance,Post,120296.0,2,14717.0,60148.0,1437104.0,0.08370723343613266,0.75,0.5,126687.0,Suburban-A,[],0,0.0
Detroit,Troy North,Financial Services and Insurance,Pre,34473.0,1,34473.0,34473.0,179924.0,0.1915975634156644,0.8,0.6,34473.0,Suburban-O,['Growth_Hub'],3,0.2727272727272727
Detroit,Troy North,"Technology, Advertising, Media, and Information",Post,36000.0,1,0.0,36000.0,573477.0,0.06277496743548565,0.35,0.4,44006.0,Suburban-A,[],0,0.0
Detroit,Troy North,"Technology, Advertising, Media, and Information",Pre,34287.0,1,34287.0,34287.0,181803.0,0.18859424761967625,0.75,0.75,32853.0,Suburban-O,['Cost_Concious'],2,0.18181818181818182
Detroit,Troy South,Financial Services and Insurance,Post,188238.0,8,49361.0,23529.75,1437104.0,0.13098425722842605,0.875,0.75,126687.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Detroit,Troy South,Legal Services,Post,102909.0,4,32249.0,25727.25,391974.0,0.26254037257573204,1.0,0.8571428571428571,45822.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Detroit,Troy South,"Technology, Advertising, Media, and Information",Post,42012.0,2,0.0,21006.0,573477.0,0.07325838699721174,0.35,0.5,44006.0,Suburban-A,[],0,0.0
Houston,Bellaire,Financial Services and Insurance,Post,82706.0,1,0.0,82706.0,1453202.0,0.05691294121533001,0.15,0.6,59080.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Houston,CBD,Financial Services and Insurance,Post,593545.0,6,334926.0,98924.16666666667,1453202.0,0.4084394323707234,1.0,1.0,59080.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Houston,CBD,Financial Services and Insurance,Pre,701544.0,9,401820.0,77949.33333333333,1117137.0,0.6279838551583199,1.0,1.0,85448.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Houston,CBD,Legal Services,Post,1223276.0,13,393641.0,94098.15384615384,1432155.0,0.8541505633119321,1.0,1.0,51604.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Houston,CBD,Legal Services,Pre,1116125.0,13,554138.0,85855.76923076923,1222043.0,0.9133271087842244,1.0,1.0,47516.5,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Houston,CBD,"Technology, Advertising, Media, and Information",Post,32371.0,2,20001.0,16185.5,805690.0,0.04017798408817287,0.6153846153846154,0.3076923076923077,42627.0,CBD-O,[],0,0.0
Houston,FM 1960,Legal Services,Post,10000.0,1,0.0,10000.0,1432155.0,0.006982484437787809,0.3,0.2,51604.0,Suburban-O,[],0,0.0
Houston,Greenway Plaza,Financial Services and Insurance,Post,35454.0,1,0.0,35454.0,1453202.0,0.024397158825820497,0.15,0.5,59080.0,Suburban-A,[],0,0.0
Houston,Greenway Plaza,Financial Services and Insurance,Pre,23049.0,1,23049.0,23049.0,1117137.0,0.020632205360667493,0.2857142857142857,0.2857142857142857,85448.0,Suburban-A,[],0,0.0
Houston,Greenway Plaza,Legal Services,Post,10128.0,1,0.0,10128.0,1432155.0,0.007071860238591493,0.3,0.4,51604.0,Suburban-O,[],0,0.0
Houston,Greenway Plaza,Legal Services,Pre,73959.0,1,44420.0,73959.0,1222043.0,0.06052078363854627,0.75,0.75,47516.5,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Houston,Greenway Plaza,"Technology, Advertising, Media, and Information",Post,13000.0,1,0.0,13000.0,805690.0,0.01613523811887947,0.23076923076923078,0.07692307692307693,42627.0,Suburban-A,[],0,0.0
Houston,Katy Freeway/Energy Corridor,Financial Services and Insurance,Post,209960.0,7,46536.0,29994.285714285714,1453202.0,0.14448094621394686,0.7,0.8,59080.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Houston,Katy Freeway/Energy Corridor,Financial Services and Insurance,Pre,85448.0,2,85448.0,42724.0,1117137.0,0.07648838056567815,0.7142857142857143,0.5714285714285714,85448.0,Suburban-A,[],0,0.0
Houston,Katy Freeway/Energy Corridor,Legal Services,Post,51604.0,4,25000.0,12901.0,1432155.0,0.03603241269276021,0.8,0.6,51604.0,Suburban-A,['Growth_Hub'],3,0.2727272727272727
Houston,Katy Freeway/Energy Corridor,"Technology, Advertising, Media, and Information",Post,97976.0,4,47976.0,24494.0,805690.0,0.12160508384117961,0.6923076923076923,0.7692307692307693,42627.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Houston,Katy Freeway/Energy Corridor,"Technology, Advertising, Media, and Information",Pre,37743.0,2,26800.0,18871.5,978419.0,0.038575497818419305,0.625,0.375,58461.0,Suburban-A,[],0,0.0
Houston,Midtown,Financial Services and Insurance,Pre,90166.0,1,90166.0,90166.0,1117137.0,0.08071167636556663,0.8571428571428571,0.7142857142857143,85448.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Houston,Midtown,"Technology, Advertising, Media, and Information",Post,105545.0,2,60437.0,52772.5,805690.0,0.13099951594285644,0.7692307692307693,0.8461538461538461,42627.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Houston,N.Belt/Greenspoint,Financial Services and Insurance,Pre,15179.0,1,0.0,15179.0,1117137.0,0.013587411391798858,0.14285714285714285,0.14285714285714285,85448.0,Suburban-O,[],0,0.0
Houston,N.Belt/Greenspoint,"Technology, Advertising, Media, and Information",Post,15000.0,1,15000.0,15000.0,805690.0,0.018617582444860926,0.46153846153846156,0.15384615384615385,42627.0,Suburban-O,[],0,0.0
